ID|Key|Raw|CompositeID|DateIndex.ID|DateIndex.Key|DateIndex.Raw|DateIndex.Date|DateIndex.Current.State|WeightProjection.ID|WeightProjection.Key|WeightProjection.Raw|WeightProjection.CompositeID|WeightProjection.UserID|WeightProjection.GoalID|WeightProjection.ProjectionNo|WeightProjection.Weight.KGs|WeightProjection.Date|WeightProjection.Note|WeightProjection.BMI.BMI|WeightProjection.BMI.Description|WeightProjection.BMI.Glyph|WeightProjection.Amount.KGs|WeightProjection.VsTarget|WeightProjection.ToGoal.KGs
110|a7a13bc5913b54187e90c5c371e952e5d5a6178a36f105a7f3c19d5a6b5920e5|100⋮100⋮11⋮100|100⋮100⋮11⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|110|1eee837a25bb60f571aa4bcf79c815a1a4587a9d5822b46104d574c72eb154ff|250714200044656084000501043461|100⋮100⋮11|100|100|11|92|2025-09-29T20:00:44.656066+01:00|Projection For_100/11 @ 2|26.0409578525512|Overweight|🟠|2|Above 90.00 kg (Target)|2
111|5bb302280e06f29f8554f9de2aa64e1d6d9ccd1b18efecc93324eaa45a462652|100⋮100⋮12⋮100|100⋮100⋮12⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|111|c2b22d3466f7e5b372cee85daa5e13a51bbd6c83cd7eef2a8f17831ecdf0a1d2|250714200044708076000501038667|100⋮100⋮12|100|100|12|90|2025-10-06T20:00:44.704251+01:00|Projection For_100/12 @ 2|25.474850073147916|Overweight|🟠|2|At 90.00 kg (Target)|0
112|303d2b3c91774534b183c4bd1ba79dbcc4c072967858b92e34f1db26fc45b378|100⋮100⋮13⋮100|100⋮100⋮13⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|112|c8e49af7c91878d82e0eed1dc8ef510d0784c24683b6c98e207e2e2a2c992eea|250714200044735458000501087884|100⋮100⋮13|100|100|13|88|2025-10-13T20:00:44.73544+01:00|Projection For_100/13 @ 2|24.908742293744627|Overweight|🟠|2|Below 90.00 kg (Target)|-2
113|63322841f17d42f157c627872604c828461b0e512a2931be3c21d821c4df6770|100⋮100⋮14⋮100|100⋮100⋮14⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|113|c63dce30ab8e2786a4e69669b988b820d562c7c8fd72ceee955f69e877ee332c|250714200044780279000501098091|100⋮100⋮14|100|100|14|86|2025-10-20T20:00:44.780262+01:00|Projection For_100/14 @ 2|24.34263451434134|Normal|🟢|2|Below 90.00 kg (Target)|-4
114|1feb868f7a7abb4dad156c7ddaeaa4af70774762c1a3949aa40d390e01cc86b0|100⋮100⋮15⋮100|100⋮100⋮15⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|114|25fad500b0597085a253047405bec7f52b5b81a22de078d17a50de6cbbd8369c|250714200044804635000501031121|100⋮100⋮15|100|100|15|84|2025-10-27T19:00:44.804618Z|Projection For_100/15 @ 2|23.776526734938056|Normal|🟢|2|Below 90.00 kg (Target)|-6
115|bcff0253d7d6eb89af8056afa2186dc8890c4714e1b4c08fe5892ab61252771e|100⋮100⋮16⋮100|100⋮100⋮16⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|115|f9a54bca942f4c868016ef1905f500873d5b549206845b17c71d174beea20ce8|250714200044849554000501026702|100⋮100⋮16|100|100|16|82|2025-11-03T19:00:44.84745Z|Projection For_100/16 @ 2|23.210418955534767|Normal|🟢|2|Below 90.00 kg (Target)|-8
116|e5aeacc6d0fa376ccd2711b654f3d7eae92b2aa0b12bbeb63c44dd1cd19e970b|100⋮100⋮17⋮100|100⋮100⋮17⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|116|2dfc824e3673cca14bb4878f5f578137317697c72396292e5409212c374b2b10|250714200044876648000501068812|100⋮100⋮17|100|100|17|80|2025-11-10T19:00:44.876633Z|Projection For_100/17 @ 2|22.64431117613148|Normal|🟢|2|Below 90.00 kg (Target)|-10
117|1b97b7f1ebcc735da5d686319c2a2dace5162c9285bb2042a4df103e7cc14891|100⋮100⋮18⋮100|100⋮100⋮18⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|117|7f46e9112f7f6ca8e976c63a870f3f201b343cc39c44169910fafabb90a27db9|250714200044920169000501059849|100⋮100⋮18|100|100|18|78|2025-11-17T19:00:44.92015Z|Projection For_100/18 @ 2|22.078203396728192|Normal|🟢|2|Below 90.00 kg (Target)|-12
118|8d0cd898425170d4c230b2de12f5136857ea750f20d25c84330c7c9ffa22eb50|100⋮100⋮19⋮100|100⋮100⋮19⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|118|d6f59b955856703e5a39c0089d930eacd29c02a3b88ab74b62e1bb03f46a4e4f|250714200044945471000501047529|100⋮100⋮19|100|100|19|76|2025-11-24T19:00:44.945457Z|Projection For_100/19 @ 2|21.512095617324906|Normal|🟢|2|Below 90.00 kg (Target)|-14
119|a1c2e80b63853f439bdf3eae1a5b7aeee301c617e8d7c70a1f85255b35b71e37|100⋮100⋮20⋮100|100⋮100⋮20⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|119|c2a4e3d1da4e9c00854a2ee408bdd34ee6a1181a80017370fce18878cc595e94|250714200044993922000501023967|100⋮100⋮20|100|100|20|74|2025-12-01T19:00:44.993901Z|Projection For_100/20 @ 2|20.94598783792162|Normal|🟢|2|Below 90.00 kg (Target)|-16
120|0de2b979c13052f5940acdc16493a5b41a98637a10886bfc246602726c97c3af|100⋮100⋮21⋮100|100⋮100⋮21⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|120|1675fb39458eea9383c5ae8b212d88b144c28f263979ba3171be5de7f7b6509f|250714200045016921000501023639|100⋮100⋮21|100|100|21|72|2025-12-08T19:00:45.016907Z|Projection For_100/21 @ 2|20.37988005851833|Normal|🟢|2|Below 90.00 kg (Target)|-18
121|251e5283c4991c3b35f923692d3ed705fa2c121205a88250120053e8954f8443|100⋮100⋮22⋮100|100⋮100⋮22⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|121|c8f36b5f4fc61ddc720b64e053aa6a27e2b34ec7dd41cb9537007a69a8d3a31d|250714200045058377000501026895|100⋮100⋮22|100|100|22|70|2025-12-15T19:00:45.058362Z|Projection For_100/22 @ 2|19.813772279115046|Normal|🟢|2|Below 90.00 kg (Target)|-20
122|cf2b2a17c6d9c285cf0d8c84e3d340ba5d3caf38cd766f9cc7ef96f4e3ee1fe5|100⋮100⋮23⋮100|100⋮100⋮23⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|122|b965087444d6e9707343cbf323c52cd6a00cfc02446ef05daac6f26834194ec6|250714200045084475000501024140|100⋮100⋮23|100|100|23|68|2025-12-22T19:00:45.08446Z|Projection For_100/23 @ 2|19.247664499711757|Normal|🟢|2|Below 90.00 kg (Target)|-22
123|3b39cc38b92264c10a6f639573952393d183f22a907e2189e0ebd101227fcf25|100⋮101⋮1⋮100|100⋮101⋮1⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|123|7a5f2e4d222b1bfaed96ab7e29a194b096efbec37b2f695d7d2ed4d48aca029a|250714200045137832000501084366|100⋮101⋮1|100|101|1|114|2025-07-21T20:00:45.137822+01:00|Projection For_100/1 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
124|00d6bdb05892f64237e4f9d87765a9ca95f12fe49bf504840151aeb7fa14b318|100⋮101⋮2⋮100|100⋮101⋮2⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|124|fc425617440399237fb7fc46d25e8ee453327f193baea48d842d0b70b1a7047c|250714200045175408000501008005|100⋮101⋮2|100|101|2|114|2025-07-28T20:00:45.175392+01:00|Projection For_100/2 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
125|a00f3d47d415dfebefdeedf601e68b549d037a7b597e2da8187611328fea404d|100⋮101⋮3⋮100|100⋮101⋮3⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|125|52770289877deac0a689a629e37d7f60580447b5de4d58d4912d89e42f69010e|250714200045219714000501054479|100⋮101⋮3|100|101|3|114|2025-08-04T20:00:45.219697+01:00|Projection For_100/3 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
126|877469a1cabd345fbf112071064bd3a502663f1eb58772bbb33366995d1cdbd3|100⋮101⋮4⋮100|100⋮101⋮4⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|126|8ddefe171227b2bbda47d94a1ee0472c75e7018c7dcf559611e7fa87e29d777d|250714200045254192000501012158|100⋮101⋮4|100|101|4|114|2025-08-11T20:00:45.254177+01:00|Projection For_100/4 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
127|eabaf0c52457aa50aa6b376301624e6445752a5256774f65c3ac25ddd5c0a53a|100⋮101⋮5⋮100|100⋮101⋮5⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|127|bb911b73577d51a0e290dcb48f0a494abbc8fdee6c10e4f927ccdfcc25997032|250714200045296285000501007642|100⋮101⋮5|100|101|5|114|2025-08-18T20:00:45.296265+01:00|Projection For_100/5 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
128|2912d3075b35e2f7fb1eeeea182ffc7a5a616ec9a5b652df0710ff082397112e|100⋮101⋮6⋮100|100⋮101⋮6⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|128|b94c0afa0ce66701e0c14e5fcd563061632e29f158170e9795981911c42df784|250714200045336136000501000624|100⋮101⋮6|100|101|6|114|2025-08-25T20:00:45.336022+01:00|Projection For_100/6 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
129|45a548453ac2e960ebed2b6496afd9b3b38e6a43c076df3c4dc82c580dc73ed9|100⋮101⋮7⋮100|100⋮101⋮7⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|129|f07e739bd79e3b13f50703228107db34e2a8d5636dff04b049e7594c4e44b2b2|250714200045376133000501059905|100⋮101⋮7|100|101|7|114|2025-09-01T20:00:45.376109+01:00|Projection For_100/7 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
130|2981cf37c7c41cf7b3530310c0ce20164aeaf7685c9376d75ddfc3860514ab50|100⋮101⋮8⋮100|100⋮101⋮8⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|130|09e3387796f4bbe4d8ca0a0502e368a8423fe8a8d1f1c167ab0adf51c1351590|250714200045412391000501041158|100⋮101⋮8|100|101|8|114|2025-09-08T20:00:45.412374+01:00|Projection For_100/8 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
131|226993540148baa3eaaac2fb9b0d6e46393a8f112eba337104ac0b50dba7822a|100⋮101⋮9⋮100|100⋮101⋮9⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|131|2e9d2e31dca2903b8d824fdfff5afa9cb475574834b13cd9f573b0935cebacc9|250714200045444018000501029425|100⋮101⋮9|100|101|9|114|2025-09-15T20:00:45.444001+01:00|Projection For_100/9 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
132|ab1652499b2d63782d388bf9406e8c477a1814b3f2fe438e4b53a584676f2c12|100⋮101⋮10⋮100|100⋮101⋮10⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|132|4aa579cc823dba18edc516ffbc1265bc427ba8a1424aed2037ed58b7108d6bad|250714200045484999000501095269|100⋮101⋮10|100|101|10|114|2025-09-22T20:00:45.484981+01:00|Projection For_100/10 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
133|88dd77c900b5a901000d8d3fc026211a28c15542ecbf73a3b1574dc3b3653f08|100⋮101⋮11⋮100|100⋮101⋮11⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|133|9c62d873f5e359b3435a4d408ae4a52f6ce66d753f7a4e79c92703c540d997bb|250714200045516632000501096460|100⋮101⋮11|100|101|11|114|2025-09-29T20:00:45.516612+01:00|Projection For_100/11 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
134|0313350a715032626f951bbc7f9879b809814f3c6efe96f41fdf98d8bfeecd7e|100⋮101⋮12⋮100|100⋮101⋮12⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|134|f32d3dddbca1c7a00ac251c5c8e64ec5672b170b18c939c70e1ececcc096020b|250714200045578758000501012316|100⋮101⋮12|100|101|12|114|2025-10-06T20:00:45.57874+01:00|Projection For_100/12 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
135|1722e3ce72e02b8298b595d8476921a71a1e2176112baadba65bdb91d9553a95|100⋮101⋮13⋮100|100⋮101⋮13⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|135|d995a8cbeaeec1558ef3b5cfdd0dc76d2bdc0e48c627212e500cb8f881da0af2|250714200045605517000501008477|100⋮101⋮13|100|101|13|114|2025-10-13T20:00:45.605501+01:00|Projection For_100/13 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
136|5fddb14a9d7cabb1e534db044baa30bfa15d594d258eb154d6a2e962ee51e05b|100⋮101⋮14⋮100|100⋮101⋮14⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|136|db6918f9b8e057520f32dc6cf09afe0aa0a6d67c19152afb209268b62b6f015c|250714200045651967000501094384|100⋮101⋮14|100|101|14|114|2025-10-20T20:00:45.65195+01:00|Projection For_100/14 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
137|a1168b8fa649d5c09fa1275207625500ac02c141ffbe294858641e4376ed919d|100⋮101⋮15⋮100|100⋮101⋮15⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|137|cfe06215239b1b77bced337e6692db187b71746c9375b290833cd413cd9253bc|250714200045682662000501033302|100⋮101⋮15|100|101|15|114|2025-10-27T19:00:45.682647Z|Projection For_100/15 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
138|3683218f7bcade18f8fbb29d2d42b674214b81b67a664f832188ba82c954f26a|100⋮101⋮16⋮100|100⋮101⋮16⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|138|e2ebb738f45dad3cff33ec88bc10b5fb7aa16b0e309d3502014bc266b6008bb2|250714200045729865000501076701|100⋮101⋮16|100|101|16|114|2025-11-03T19:00:45.729851Z|Projection For_100/16 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
139|f91c5d79f04518e5921331123f74a98f049499552bd5c6473935100026858b72|100⋮101⋮17⋮100|100⋮101⋮17⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|139|204b86f82a5310b69881c73252cc14c1ca8c3299870cca9972689d8af4f572bc|250714200045769502000501094458|100⋮101⋮17|100|101|17|114|2025-11-10T19:00:45.769486Z|Projection For_100/17 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
140|763cfb976cb190ef309ff6b6636fbf6077446a9efc3c11cb605eb4b32b656db0|100⋮101⋮18⋮100|100⋮101⋮18⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|140|21423b87f1e01dbca4c6e690a27c9cd1a6cd876871a41079cc3ae6ce7add0ec1|250714200045806095000501007985|100⋮101⋮18|100|101|18|114|2025-11-17T19:00:45.806079Z|Projection For_100/18 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
141|87294c162d10e7c6ed7ffa4aa7657ce070523cf931f13986e46f98150373e500|100⋮101⋮19⋮100|100⋮101⋮19⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|141|134dba4b61ed4298dc36da26ddee4572efc8da6cf29d64c93489fd0f886cdbf3|250714200045844212000501005051|100⋮101⋮19|100|101|19|114|2025-11-24T19:00:45.844178Z|Projection For_100/19 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
142|0f03cde723efc1d757ec550156308f2a8d5c30f488c212b14ca5fc06e000e335|100⋮101⋮20⋮100|100⋮101⋮20⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|142|aceb1fd75e378e9a38e6a5bce03b7cc51700139a3d8b472e7925489db08b1e0a|250714200045878224000501003587|100⋮101⋮20|100|101|20|114|2025-12-01T19:00:45.878203Z|Projection For_100/20 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
143|ca22de25184198ef66800e489641bd34d0f3e207ec6f5356091ceeb659de2be5|100⋮101⋮21⋮100|100⋮101⋮21⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|143|9c4e962b1b0ffc54950e7a0dec29de568f139f591f0db7efe51266854d265514|250714200045924055000501070839|100⋮101⋮21|100|101|21|114|2025-12-08T19:00:45.92404Z|Projection For_100/21 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
144|f3ad70d8d145cef8808801cab3e39fb6863cc324328d3f5983683d4cdfbe2e75|100⋮101⋮22⋮100|100⋮101⋮22⋮100|100|ca2eff92a0a2ca492f3cc1caf6d1bfed6e4175fa76308b65ce6ee6347df10b8d|250714200044279063000501059883|2025-07-14T01:00:00+01:00|true|144|6b79533943c2c1dd58d5102e25c1b06aeb6e78894d45eba22165283c807c9ac8|250714200045951665000501006723|100⋮101⋮22|100|101|22|114|2025-12-15T19:00:45.951652Z|Projection For_100/22 @ 0|32.26814342598736|Obese|🔴|0|Above 90.00 kg (Target)|24
